category,example_id,text,predicted_label,hierarchical_suff_eff,sum_suff_eff,mean_suff_eff,max_suff_eff,hierarchical_comp_eff,sum_comp_eff,mean_comp_eff,max_comp_eff
punctuation_heavy,549,রুবেলরে মেয়েরা স্বামী বানানোর স্বপ্ন দেখে ????? কোন মেয়ে ভাই ???,0,-0.233150839805603,-0.233150839805603,-0.233150839805603,-0.233150839805603,0.1208889484405517,0.1208889484405517,0.1208889484405517,0.1208889484405517
punctuation_heavy,2687,একতরফা স্ট্যাটাস কেউ ভালো চোখে নিবেনা।কাইটা পড়েন......,0,0.0098881721496582,0.0098881721496582,0.0631837844848632,0.0631837844848632,-0.0025687217712402,-0.0025687217712402,-0.0019211769104003,-0.0019211769104003
punctuation_heavy,2577,আপনি একজন রাজাকার!!!!!! কারন রাজাকার ছাড়া এই মুক্তিযুদ্ধের সরকারের সমালোচনা কেও করতে পারে না।...... ,1,7.186833752319217,9.572392985535163,9.489848077918092,9.572392985535163,7.004716934636235,9.216445222496986,9.468161512166262,9.216445222496986
punctuation_heavy,2653,আজ বমি আসছে না???? নাকি বেশি করে বমির ট্যাবলেট গিলেছেন???,0,0.0113110542297363,0.0113110542297363,0.0113110542297363,0.0113110542297363,-0.0005614757537841,-0.0005614757537841,-0.0005614757537841,-0.0005614757537841
punctuation_heavy,1207,"ভাই আপনার কাছে কি রুবেলের,, জজ সাহেব,, পলাতক আসামী,, কাঙালী রাজা,, ধর মাস্তান,, এই ছবি গুলো আছে যদি ",0,-0.0086000164349873,0.0085889299710591,0.0079403718312581,0.0079403718312581,0.0032686591148376,0.003553827603658,0.0627358357111613,0.0627358357111613
code_mixed,620,"আর কাওকে পেলো না হিজড়া jaky, souvik দের নিয়ে natok বানিয়েছে. Tisarনামটা দেখে প্লে করছিলাম. কিন্তু হি",1,7.1446423921734095,9.96057964488864,9.96057964488864,9.697774320840836,7.784077135613188,10.315455941483378,10.315455941483378,10.312186373397708
code_mixed,487,"বিয়ের গল্প ভিদিও <a href=""https://youtu.be/l59_yISJ6B0"">https://youtu.be/l59_yISJ6B0</a>",0,-0.0015836954116821,-0.0030860304832458,0.1175880432128906,-0.0030860304832458,0.0017273426055908,0.0033235549926757,-0.0022867321968078,0.0033235549926757
compound_insults,2525,ভাই আপনি একটা মাল। খুব ভালো লাগে ভাই,1,0.1574462056159973,7.214460767805576,7.214460767805576,7.214460767805576,1.9435229061346035,7.756228840677068,7.756228840677068,7.756228840677068
compound_insults,2922,এই জানুয়ারের বাচ্চার ফাসিঁ চাই,1,4.898383085383102,4.898383085383102,4.847290739417076,4.898383085383102,0.0143572688102722,0.0143572688102722,0.080970823764801,0.0143572688102722
compound_insults,889,সানাই বানাই কানাই পানাই তর মুখে ইসলামের কথা মানায় না তুই সরাসরি দুধ দেখাবি আর তরে নিয়ে ওয়াজে বয়ান কর,1,5.390461342036724,14.095683364197612,14.256000690162182,14.095683364197612,1.0377990961074828,1.6415531039237976,-0.0011849105358123,1.6415531039237976
compound_insults,657,এতো সুন্দর একটা মুভির মাঝে ডিস লাইক দেয় মানুষ এর হলো আসল মাদারচোদ,1,12.552359161898494,12.552359161898494,12.552359161898494,12.552359161898494,-0.0802414417266845,-0.0802414417266845,-0.0802414417266845,-0.0802414417266845
compound_insults,3282,জানোয়ার টাকে পেলে জুতা দিয়ে মার তাম,1,0.2277465065320333,6.660939009860158,6.660939009860158,6.660939009860158,0.358297864596049,0.3860902786254883,0.3860902786254883,0.3860902786254883
multi_word_insults,838,মাগি তুইকি ইহুদির বাচচা নগনো হয়ে মডেলিঃ করবি,1,0.0187878608703613,5.592452049255371,5.592452049255371,7.041502833366394,2.447410682837168,0.1853303909301757,0.1853303909301757,0.007753849029541
multi_word_insults,2344,এই হলো হারা মি দেশ।,0,0.0044159889221191,0.0044159889221191,0.0044159889221191,0.0044159889221191,-0.0019927024841308,-0.0019927024841308,-0.0019927024841308,-0.0019927024841308
multi_word_insults,2146,আল্লাহ সময় মত তাদের কাজের ফল দিবে। আর তা হল জাহান্নাম,0,0.0099005699157714,0.0164766311645507,0.0164766311645507,0.0164766311645507,0.041529893875122,-0.0299198627471923,-0.0299198627471923,-0.0299198627471923
multi_word_insults,199,মাদারচোদের দল,1,0.0,0.0379483699798584,0.0379483699798584,0.0379483699798584,0.9777878308668732,1.975124139338732,1.975124139338732,1.975124139338732
multi_word_insults,2846,আল্লাহ এই রকম ছেলের উপর গজব ফেলায়,1,5.957499546464533,5.957499546464533,5.957499546464533,5.957499546464533,0.4232844710350036,0.4232844710350036,0.4232844710350036,0.4232844710350036
sarcastic,4390,জানিনা কে কি ভাবে তোমাকে তবে আমি তোমাকে অনেক অনেক ভালো মনে করি,0,0.0155351758003234,0.0500792264938354,0.0500792264938354,0.0500792264938354,0.0001328885555267,0.0004091262817382,0.0004091262817382,0.0004091262817382
sarcastic,4340,খোবোরটা ঠিক কিন্তু এক রাতের রেটকত টিজারে লিখলেন কেন আমি যদি আপনাকে বলি তোমার রেট কত তো তুমি কি বলবে ,1,10.384433278503517,10.454885180418689,10.384433278503517,10.454885180418689,10.33882560270528,8.81739958624045,10.33882560270528,8.81739958624045
sarcastic,84,জার্রসি ওলা সালাটা ফেমাস হতে চায়ই,1,5.918966358527541,5.918966358527541,5.918966358527541,5.918966358527541,0.0123149156570434,0.0123149156570434,0.0123149156570434,0.0123149156570434
sarcastic,1117,দাড়িওয়ালা কাকের বাসার মত মাথা এই লোক নাকি আবার বিচারক আমার মনে হয় চ্যেনেল আইর উপর মহলের লোকেরা প্রতি,1,2.581688271462917,8.657156618622443,8.645929081365466,8.657156618622443,2.3040799580514437,3.290705780188243,2.9013350009918213,3.290705780188243
